ensembl_id	gene_name	gene_exon_size	mean_TPM
ENSG00000170629.13	DPY19L2P2	5580	1.504
ENSG00000227855.3	DPY19L2P3	4263	0.138
ENSG00000235436.9	DPY19L2P4	2018	0.374
ENSG00000178904.17	DPY19L3	10781	4.344
ENSG00000156162.15	DPY19L4	7136	1.586
ENSG00000162961.12	DPY30	2745	25.067
ENSG00000188641.11	DPYD	6443	27.371
ENSG00000147647.11	DPYS	3818	0.247
ENSG00000092964.15	DPYSL2	7052	15.248
ENSG00000113657.11	DPYSL3	7164	0.197
ENSG00000151640.11	DPYSL4	3176	1.47
ENSG00000157851.15	DPYSL5	7079	0.716
ENSG00000144045.12	DQX1	2940	0.555
ENSG00000117505.11	DR1	10949	26.817
ENSG00000136048.12	DRAM1	4180	8.345
ENSG00000156171.13	DRAM2	3138	66.391
ENSG00000175550.6	DRAP1	1737	113.765
ENSG00000184845.3	DRD1	4054	0.003
ENSG00000149295.12	DRD2	4098	0.085
ENSG00000151577.11	DRD3	2101	4.746
ENSG00000069696.6	DRD4	1477	0.953
ENSG00000169676.5	DRD5	2330	0.007
ENSG00000185721.10	DRG1	2113	74.413
ENSG00000108591.8	DRG2	7411	22.33
ENSG00000165606.7	DRGX	2890	0.171
ENSG00000113360.15	DROSHA	7780	33.823
ENSG00000102385.11	DRP2	8187	0.351
ENSG00000134765.8	DSC1	4271	0.75
ENSG00000134755.13	DSC2	12371	0.149
ENSG00000134762.15	DSC3	7056	0.255
ENSG00000235123.4	DSCAM-AS1	1769	0.016
ENSG00000171587.13	DSCAM	8577	4.484
ENSG00000177103.12	DSCAML1	7035	3.762
ENSG00000136982.5	DSCC1	2603	3.527
ENSG00000233316.3	DSCR10	860	0
ENSG00000157538.12	DSCR3	9301	23.671
ENSG00000184029.8	DSCR4	2054	1.833
ENSG00000198054.10	DSCR8	1472	1.374
ENSG00000230366.8	DSCR9	1901	1.121
ENSG00000111817.15	DSE	15016	0.877
ENSG00000171451.13	DSEL	9531	0.133
ENSG00000134760.5	DSG1	5252	0.321
ENSG00000046604.11	DSG2	6190	0.342
ENSG00000134757.4	DSG3	5525	0.098
ENSG00000175065.10	DSG4	4696	0.325
ENSG00000149636.14	DSN1	2739	23.626
ENSG00000096696.12	DSP	10093	0.247
ENSG00000152591.11	DSPP	4373	0.002
ENSG00000151914.16	DST	41429	0.138
ENSG00000125868.14	DSTN	3851	68.788
ENSG00000248593.3	DSTNP2	1105	10.62
ENSG00000133059.15	DSTYK	8339	13.54
ENSG00000125821.10	DTD1	3329	42.253
ENSG00000197057.7	DTHD1	5618	13.838
ENSG00000143476.16	DTL	4916	24.708
ENSG00000134769.20	DTNA	12634	0.327
ENSG00000138101.17	DTNB	7146	6.701
ENSG00000047579.18	DTNBP1	3052	46.257
ENSG00000104047.13	DTWD1	15053	1.267
ENSG00000169570.8	DTWD2	4617	21.067
ENSG00000135144.6	DTX1	4387	9.326
ENSG00000091073.18	DTX2	5042	6.415
ENSG00000265479.4	DTX2P1-UPK3BP1-PMS2P11	2043	14.311
ENSG00000178498.14	DTX3	4087	42.094
ENSG00000163840.8	DTX3L	5868	38.232
ENSG00000110042.6	DTX4	6072	1.939
ENSG00000168393.11	DTYMK	2451	31.079
ENSG00000137857.16	DUOX1	8784	0.686
ENSG00000140279.11	DUOX2	9834	0.034
ENSG00000140254.11	DUOXA1	3721	0.158
ENSG00000140274.12	DUOXA2	2554	0.108
ENSG00000188716.5	DUPD1	663	4.867
ENSG00000169718.16	DUS1L	5999	23.875
ENSG00000141994.14	DUS3L	3642	6.183
ENSG00000105865.9	DUS4L	5439	2.699
ENSG00000120129.5	DUSP1	2019	878.677
ENSG00000143507.16	DUSP10	2914	187.759
ENSG00000144048.9	DUSP11	3544	27.756
ENSG00000081721.10	DUSP12	1762	35.781
ENSG00000079393.19	DUSP13	2351	0.305
ENSG00000276023.3	DUSP14	2499	1.895
ENSG00000149599.14	DUSP15	3791	0.042
ENSG00000111266.7	DUSP16	5724	34.57
ENSG00000167065.12	DUSP18	4450	0.638
ENSG00000162999.11	DUSP19	5376	1.093
ENSG00000158050.4	DUSP2	1932	440.794
ENSG00000189037.7	DUSP21	885	0
ENSG00000112679.13	DUSP22	5686	21.935
ENSG00000158716.7	DUSP23	825	61.435
ENSG00000133878.7	DUSP26	2052	0.328
ENSG00000198842.8	DUSP27	4304	0.157
ENSG00000188542.8	DUSP28	3709	8.345
ENSG00000108861.7	DUSP3	5012	6.849
ENSG00000120875.7	DUSP4	7257	14.255
ENSG00000138166.5	DUSP5	2615	170.785
ENSG00000139318.7	DUSP6	4632	20.891
ENSG00000164086.9	DUSP7	5648	5.158
ENSG00000184545.9	DUSP8	4616	23.401
ENSG00000130829.16	DUSP9	2776	0.046
ENSG00000128951.12	DUT	3674	58.176
ENSG00000260596.4	DUX4	2036	0.271
ENSG00000280457.1	DUX4L2	1275	0
ENSG00000281627.1	DUX4L3	1275	0
ENSG00000258834.4	DUX4L4	1269	0
ENSG00000258873.2	DUXA	1006	0.536
ENSG00000107404.16	DVL1	3486	10.724
ENSG00000004975.10	DVL2	5350	2.271
ENSG00000161202.16	DVL3	6090	27.005
ENSG00000170788.12	DYDC1	1237	1.559
ENSG00000133665.11	DYDC2	2465	0.458
ENSG00000141627.12	DYM	7256	20.311
ENSG00000197102.9	DYNC1H1	15826	51.853
ENSG00000158560.13	DYNC1I1	4568	2.433
ENSG00000077380.14	DYNC1I2	4695	17.882
ENSG00000144635.7	DYNC1LI1	6132	24.784
ENSG00000135720.11	DYNC1LI2	8278	35.697
ENSG00000187240.12	DYNC2H1	14284	2.53
ENSG00000138036.17	DYNC2LI1	4618	2.443
ENSG00000088986.9	DYNLL1	2957	69.643
ENSG00000264364.2	DYNLL2	6805	31.845
ENSG00000125971.15	DYNLRB1	2460	16.697
ENSG00000168589.13	DYNLRB2	1464	1.195
ENSG00000146425.9	DYNLT1	2949	107.042
ENSG00000165169.9	DYNLT3	3186	27.275
ENSG00000157540.18	DYRK1A	10213	42.877
ENSG00000105204.12	DYRK1B	3192	20.254
ENSG00000127334.10	DYRK2	9494	12.206
ENSG00000143479.14	DYRK3	4218	0.774
ENSG00000010219.12	DYRK4	7054	5.335
ENSG00000135636.12	DYSF	8386	1.111
ENSG00000232125.2	DYTN	2140	1.118
ENSG00000261771.4	DYX1C1-CCPG1	4589	38.091
ENSG00000256061.6	DYX1C1	2934	2.617
ENSG00000089091.15	DZANK1	6619	2.409
ENSG00000134874.16	DZIP1	8470	1.851
ENSG00000158163.13	DZIP1L	5045	0.393
ENSG00000198919.11	DZIP3	6972	20.038
ENSG00000101412.12	E2F1	2503	17.933
ENSG00000007968.6	E2F2	5457	13.332
ENSG00000112242.13	E2F3	5164	35.032
ENSG00000205250.7	E2F4	3582	58.8
ENSG00000133740.9	E2F5	5928	5.164
ENSG00000169016.15	E2F6	4067	5.582
ENSG00000165891.14	E2F7	6303	1.142
ENSG00000129173.11	E2F8	4140	2.279
ENSG00000167967.14	E4F1	6402	11.597
ENSG00000144597.12	EAF1	5152	26.538
ENSG00000145088.7	EAF2	1770	3.092
ENSG00000129518.7	EAPP	2030	103.523
ENSG00000103356.14	EARS2	5730	6.208
ENSG00000147654.13	EBAG9	3681	21.802
ENSG00000164330.15	EBF1	6178	2.945
ENSG00000221818.7	EBF2	7077	0.196
ENSG00000108001.12	EBF3	4623	1.429
ENSG00000088881.19	EBF4	3717	3.519
ENSG00000105246.5	EBI3	1284	0.728
ENSG00000223601.2	EBLN1	1208	0.006
ENSG00000255423.1	EBLN2	1679	12.571
ENSG00000117395.9	EBNA1BP2	3561	20.338
ENSG00000147155.9	EBP	2409	98.2
ENSG00000123179.12	EBPL	1500	26.239
ENSG00000122882.9	ECD	3687	43.476
ENSG00000117298.13	ECE1	7265	34.263
ENSG00000145194.16	ECE2	6552	1.187
ENSG00000171551.10	ECEL1	2972	0.009
ENSG00000244280.1	ECEL1P2	1708	0
ENSG00000104823.7	ECH1	2467	80.843
ENSG00000093144.17	ECHDC1	5678	27.396
ENSG00000121310.15	ECHDC2	11572	20.894
ENSG00000134463.13	ECHDC3	2185	1.931
ENSG00000127884.4	ECHS1	1617	72
ENSG00000167969.11	ECI1	3234	8.652
ENSG00000198721.11	ECI2	4579	19.21
ENSG00000143369.13	ECM1	3360	1.194
ENSG00000106823.11	ECM2	4916	1.214
ENSG00000130159.12	ECSIT	2370	29.593
ENSG00000114346.12	ECT2	5499	4.5
ENSG00000203734.10	ECT2L	4624	5.521
ENSG00000158813.16	EDA	6999	2.9
ENSG00000131080.13	EDA2R	3579	0.917
ENSG00000135960.8	EDAR	4426	2.709
ENSG00000186197.11	EDARADD	3726	13.565
ENSG00000179151.10	EDC3	5103	26.234
ENSG00000038358.13	EDC4	6173	41.289
ENSG00000181562.3	EDDM3A	1077	0.005
ENSG00000181552.3	EDDM3B	896	0
ENSG00000134109.9	EDEM1	6758	64.411
ENSG00000088298.11	EDEM2	1919	86.273
ENSG00000116406.17	EDEM3	7804	23.181
ENSG00000107223.11	EDF1	1200	375.289
ENSG00000164176.11	EDIL3	5738	2.829
ENSG00000078401.6	EDN1	2033	1.928
ENSG00000127129.8	EDN2	1639	0.729
ENSG00000124205.14	EDN3	2675	1.686
ENSG00000151617.14	EDNRA	4238	1.179
ENSG00000136160.13	EDNRB	5014	0.406
ENSG00000102189.15	EEA1	10150	12.158
ENSG00000074266.16	EED	7016	34.44
ENSG00000156508.16	EEF1A1	5948	1802.211
ENSG00000101210.9	EEF1A2	2006	0.996
ENSG00000114942.12	EEF1B2	1915	702.671
ENSG00000104529.16	EEF1D	9390	162.185
ENSG00000229715.4	EEF1DP3	3645	8.197
ENSG00000124802.10	EEF1E1	2107	27.816
ENSG00000254772.8	EEF1G	2716	1078.178
ENSG00000167658.14	EEF2	4027	506.893
ENSG00000103319.10	EEF2K	8020	15.052
ENSG00000132394.9	EEFSEC	2421	51.684
ENSG00000122547.9	EEPD1	4847	8.595
ENSG00000034239.9	EFCAB1	5805	0.139
ENSG00000185055.9	EFCAB10	2578	24.488
ENSG00000140025.14	EFCAB11	8302	0.991
ENSG00000203666.11	EFCAB2	8607	5.879
ENSG00000172421.6	EFCAB3	1930	1.149
ENSG00000176927.13	EFCAB5	6928	1.931
ENSG00000186976.13	EFCAB6	8557	0.573
ENSG00000203965.11	EFCAB7	5704	7.569
ENSG00000214360.4	EFCAB9	702	1.08
ENSG00000115380.17	EFEMP1	3962	0.533
ENSG00000172638.11	EFEMP2	5397	3.55
ENSG00000163576.16	EFHB	4163	1.644
ENSG00000096093.13	EFHC1	7162	15.259
ENSG00000183690.12	EFHC2	3319	8.683
ENSG00000115468.10	EFHD1	3052	0.635
ENSG00000142634.11	EFHD2	2531	206.44
ENSG00000169242.10	EFNA1	2539	0.658
ENSG00000099617.3	EFNA2	949	1.498
ENSG00000143590.12	EFNA3	1909	9.472
ENSG00000243364.6	EFNA4	1263	11.747
ENSG00000184349.11	EFNA5	5703	3.107
ENSG00000090776.5	EFNB1	3314	3.733
ENSG00000125266.6	EFNB2	4461	0.986
ENSG00000108947.4	EFNB3	3222	0.088
ENSG00000132294.12	EFR3A	6106	64.811
ENSG00000084710.12	EFR3B	10591	0.774
ENSG00000100842.11	EFS	3237	0.088
ENSG00000140598.12	EFTUD1	4733	21.892
ENSG00000108883.11	EFTUD2	10375	30.516
ENSG00000138798.10	EGF	6127	0.181
ENSG00000206120.10	EGFEM1P	4658	0.144
ENSG00000198759.10	EGFL6	2607	1.605
ENSG00000172889.14	EGFL7	2553	0.13
ENSG00000241404.5	EGFL8	2621	32.484
ENSG00000164318.16	EGFLAM	5724	0.33
ENSG00000146648.14	EGFR	12961	0.015
ENSG00000135766.8	EGLN1	7265	18.879
ENSG00000269858.4	EGLN2	6577	38.202
ENSG00000129521.12	EGLN3	7359	0.838
ENSG00000120738.7	EGR1	3138	105.195
ENSG00000122877.12	EGR2	3689	4.583
ENSG00000179388.8	EGR3	4855	1.462
ENSG00000135625.7	EGR4	2377	0.104
ENSG00000115504.13	EHBP1	8219	17.945
ENSG00000173442.10	EHBP1L1	6705	86.801
ENSG00000110047.16	EHD1	7101	43.849
ENSG00000024422.10	EHD2	3923	0.82
ENSG00000013016.13	EHD3	4636	3.878
ENSG00000103966.8	EHD4	7879	14.301
ENSG00000135373.11	EHF	4386	0.891
ENSG00000113790.9	EHHADH	4700	2.495
ENSG00000181090.16	EHMT1	16291	1.522
ENSG00000204371.10	EHMT2	7289	17.269
ENSG00000149547.13	EI24	3558	28.655
ENSG00000255302.3	EID1	2298	140.044
ENSG00000176396.9	EID2	1981	18.336
ENSG00000176401.5	EID2B	1865	7.294
ENSG00000255150.1	EID3	1464	23.05
ENSG00000173812.9	EIF1	3623	897.164
ENSG00000175376.7	EIF1AD	3327	33.694
ENSG00000173674.9	EIF1AX	4427	36.418
ENSG00000198692.8	EIF1AY	4074	25.065
ENSG00000114784.3	EIF1B	1912	75.597
ENSG00000144895.10	EIF2A	4131	88.109
ENSG00000086232.11	EIF2AK1	5550	9.266
ENSG00000055332.15	EIF2AK2	10753	8.824
ENSG00000172071.10	EIF2AK3	5434	52.509
ENSG00000128829.10	EIF2AK4	11957	7.164
ENSG00000111361.11	EIF2B1	3627	53.39
ENSG00000119718.9	EIF2B2	5446	10.787
ENSG00000070785.15	EIF2B3	3411	28.76
ENSG00000115211.14	EIF2B4	5341	30.866
ENSG00000145191.10	EIF2B5	5975	63.297
ENSG00000143486.14	EIF2D	8064	21.31
ENSG00000134001.11	EIF2S1	5651	26.899
ENSG00000125977.6	EIF2S2	2656	104.403
ENSG00000130741.9	EIF2S3	3472	192.526
ENSG00000107581.11	EIF3A	7101	60.122
ENSG00000106263.16	EIF3B	8998	21.446
ENSG00000184110.13	EIF3C	6982	2.701
ENSG00000205609.11	EIF3CL	3091	5.632
ENSG00000100353.16	EIF3D	4070	179.557
ENSG00000104408.8	EIF3E	6005	161.425
ENSG00000175390.11	EIF3F	9423	85.95
ENSG00000130811.9	EIF3G	3598	34.703
ENSG00000147677.9	EIF3H	6434	155.782
ENSG00000084623.10	EIF3I	1725	309.827
ENSG00000237064.1	EIF3IP1	967	0.142
ENSG00000104131.11	EIF3J	3195	78.406
ENSG00000178982.8	EIF3K	2798	294.934
ENSG00000100129.16	EIF3L	4296	281.026
ENSG00000149100.11	EIF3M	7428	72.641
ENSG00000156976.13	EIF4A2	6133	288.103
ENSG00000141543.8	EIF4A3	4967	66.653
ENSG00000063046.16	EIF4B	6146	278.78
ENSG00000151247.11	EIF4E	14067	8.74
ENSG00000175766.10	EIF4E1B	3296	0.228
ENSG00000135930.12	EIF4E2	7177	22.636
ENSG00000163412.11	EIF4E3	10779	36.283
ENSG00000187840.4	EIF4EBP1	1073	24.738
ENSG00000148730.6	EIF4EBP2	7257	83.381
ENSG00000243056.1	EIF4EBP3	691	70.646
ENSG00000184708.16	EIF4ENIF1	6084	17.143
ENSG00000114867.18	EIF4G1	8257	51.686
ENSG00000110321.14	EIF4G2	8655	238.785
ENSG00000075151.18	EIF4G3	8535	48.451
ENSG00000106682.13	EIF4H	3191	161.575
ENSG00000100664.9	EIF5	8505	80.628
ENSG00000132507.16	EIF5A	2815	261.953
ENSG00000163577.6	EIF5A2	5593	7.534
ENSG00000253626.3	EIF5AL1	3840	0.926
ENSG00000158417.9	EIF5B	7883	9.8
ENSG00000242372.5	EIF6	1637	143.226
ENSG00000141642.7	ELAC1	3970	6.176
ENSG00000006744.17	ELAC2	6345	28.676
ENSG00000197561.5	ELANE	1028	0.066
ENSG00000066044.12	ELAVL1	7063	27.449
ENSG00000107105.13	ELAVL2	5140	1.626
ENSG00000196361.8	ELAVL3	4761	0.32
ENSG00000162374.15	ELAVL4	6963	0.524
ENSG00000120690.12	ELF1	4401	223.37
ENSG00000109381.18	ELF2	8560	15.979
ENSG00000163435.14	ELF3	7191	0.779
ENSG00000102034.15	ELF4	4316	72.313
ENSG00000135374.8	ELF5	4494	0.07
ENSG00000225968.6	ELFN1	3845	0.337
ENSG00000166897.13	ELFN2	8782	0.011
ENSG00000126767.16	ELK1	3398	21.759
ENSG00000111145.6	ELK3	4648	25.003
ENSG00000158711.12	ELK4	12142	30.545
ENSG00000105656.11	ELL	4929	21.077
ENSG00000118985.13	ELL2	7246	28.692
ENSG00000128886.10	ELL3	2880	284.954
ENSG00000155849.14	ELMO1	9570	27.01
ENSG00000062598.16	ELMO2	6598	46.058
ENSG00000102890.13	ELMO3	2575	7.922
ENSG00000110675.11	ELMOD1	5856	0.683
ENSG00000179387.8	ELMOD2	6627	12.724
ENSG00000115459.16	ELMOD3	7259	10.745
ENSG00000049540.15	ELN	6542	1.673
ENSG00000130165.9	ELOF1	4173	18.008
ENSG00000066322.11	ELOVL1	2507	63.57
ENSG00000197977.3	ELOVL2	3997	0.792
ENSG00000119915.4	ELOVL3	1371	0.796
ENSG00000118402.5	ELOVL4	3042	3.438
ENSG00000012660.12	ELOVL5	3813	218.717
ENSG00000170522.8	ELOVL6	7297	7.272
ENSG00000164181.12	ELOVL7	4576	0.494
ENSG00000134759.12	ELP2	11068	30.522
ENSG00000134014.15	ELP3	5390	44.867
ENSG00000109911.16	ELP4	2219	59.252
ENSG00000169393.7	ELSPBP1	1124	2.3
ENSG00000162618.11	ELTD1	3527	1.021
ENSG00000170571.10	EMB	5257	129.474
ENSG00000231752.4	EMBP1	4333	2.973
ENSG00000164035.8	EMCN	5243	1.015
ENSG00000102119.9	EMD	2020	84.65
ENSG00000154920.13	EME1	3294	7.03
ENSG00000197774.11	EME2	6909	0.493
ENSG00000126749.13	EMG1	5600	15.396
ENSG00000186998.14	EMID1	4899	0.531
ENSG00000138080.12	EMILIN1	3958	0.577
ENSG00000132205.9	EMILIN2	6435	9.295
ENSG00000183798.4	EMILIN3	3796	0.251
ENSG00000066629.15	EML1	8899	0.853
ENSG00000125746.13	EML2	8224	25.779
ENSG00000149499.10	EML3	5490	32.34
ENSG00000143924.17	EML4	8357	76.402
ENSG00000165521.14	EML5	11000	0.374
ENSG00000214595.10	EML6	14426	0.763
ENSG00000134531.8	EMP1	7838	1.422
ENSG00000213853.8	EMP2	8718	0.362
ENSG00000142227.9	EMP3	1667	391.043
ENSG00000174837.13	EMR1	3707	10.981
ENSG00000127507.16	EMR2	8622	4.252
ENSG00000131355.13	EMR3	2837	24.401
ENSG00000268758.4	EMR4P	2837	7.079
ENSG00000135638.12	EMX1	5516	0.296
ENSG00000170370.11	EMX2	3262	0.138
ENSG00000229847.7	EMX2OS	8824	0.217
ENSG00000163064.6	EN1	2886	0.137
ENSG00000164778.4	EN2	3395	0.013
ENSG00000154380.15	ENAH	14818	0.084
ENSG00000132464.10	ENAM	6522	0.198
ENSG00000171617.12	ENC1	5858	8.706
ENSG00000149218.4	ENDOD1	4687	15.266
ENSG00000167136.6	ENDOG	1172	111.653
ENSG00000111405.7	ENDOU	2679	3.37
ENSG00000173818.15	ENDOV	7253	1.682
ENSG00000106991.12	ENG	3935	19.635
ENSG00000167280.15	ENGASE	6173	25.363
ENSG00000168913.6	ENHO	1082	3.311
ENSG00000151023.15	ENKUR	4076	4.451
ENSG00000230679.1	ENO1-AS1	456	2.327
ENSG00000074800.12	ENO1	3958	341.922
ENSG00000111674.7	ENO2	4281	66.449
ENSG00000108515.16	ENO3	4292	18.471
ENSG00000188316.12	ENO4	3164	0.753
ENSG00000145293.13	ENOPH1	2025	56.688
ENSG00000132199.17	ENOSF1	10616	23.357
ENSG00000120658.11	ENOX1	3139	0.535
ENSG00000165675.15	ENOX2	4279	9.38
ENSG00000138792.8	ENPEP	7802	0.402
ENSG00000197594.10	ENPP1	8294	0.152
ENSG00000136960.11	ENPP2	6729	0.928
ENSG00000154269.13	ENPP3	3885	2.736
ENSG00000001561.6	ENPP4	4651	16.724
ENSG00000112796.8	ENPP5	4264	2.792
ENSG00000164303.9	ENPP6	4703	1.36
ENSG00000182156.8	ENPP7	3549	0.081
ENSG00000143420.16	ENSA	5493	72.325
ENSG00000176177.9	ENTHD1	3068	2.953
ENSG00000138185.15	ENTPD1	14587	11.345
ENSG00000054179.10	ENTPD2	2633	0.038
ENSG00000223797.4	ENTPD3-AS1	2961	7.621
ENSG00000168032.7	ENTPD3	3365	1.962
ENSG00000197217.11	ENTPD4	7064	69.191
ENSG00000187097.11	ENTPD5	10379	10.733
ENSG00000197586.11	ENTPD6	5327	28.375
ENSG00000198018.6	ENTPD7	3657	9.843
ENSG00000188833.8	ENTPD8	2836	0.057
ENSG00000120533.11	ENY2	6783	18.337
ENSG00000163508.11	EOMES	3656	32.621
ENSG00000100393.9	EP300	9585	58.501
ENSG00000183495.12	EP400	18705	8.86
ENSG00000185684.11	EP400NL	12647	2.182
ENSG00000116016.12	EPAS1	7302	0.936
ENSG00000159023.17	EPB41	8287	73.082
ENSG00000088367.19	EPB41L1	7859	0.136
ENSG00000079819.15	EPB41L2	10247	0.54
ENSG00000082397.14	EPB41L3	11007	1.042
ENSG00000224032.5	EPB41L4A-AS1	3344	26.341
ENSG00000129595.11	EPB41L4A	8582	4.348
ENSG00000095203.13	EPB41L4B	7879	0.694
ENSG00000115109.12	EPB41L5	9281	3.97
ENSG00000166947.10	EPB42	5574	0.859
ENSG00000120616.14	EPC1	11286	46.235
ENSG00000135999.10	EPC2	5582	45.913
ENSG00000119888.9	EPCAM	2519	0.746
ENSG00000086289.10	EPDR1	2864	1.413
ENSG00000152223.11	EPG5	13675	21.267
ENSG00000182585.8	EPGN	1814	0.129
ENSG00000146904.7	EPHA1	4733	1.71
ENSG00000183317.15	EPHA10	8152	0.826
ENSG00000142627.12	EPHA2	4159	0.323
ENSG00000044524.9	EPHA3	6674	1.899
ENSG00000116106.10	EPHA4	7554	18.637
ENSG00000145242.12	EPHA5	9833	2.138
ENSG00000080224.16	EPHA6	6291	1.713
ENSG00000135333.12	EPHA7	7456	0.074
ENSG00000070886.9	EPHA8	5358	0.117
ENSG00000154928.15	EPHB1	6956	2.482
ENSG00000133216.15	EPHB2	12516	0.619
ENSG00000182580.2	EPHB3	4532	0.321
ENSG00000196411.8	EPHB4	6435	2.307
ENSG00000106123.10	EPHB6	5325	6.029
ENSG00000143819.11	EPHX1	2508	123.898
ENSG00000120915.12	EPHX2	4473	6.32
ENSG00000105131.6	EPHX3	2034	0.93
ENSG00000172031.6	EPHX4	2251	3.748
ENSG00000112425.12	EPM2A	5662	4.766
ENSG00000178567.7	EPM2AIP1	8126	26.205
ENSG00000063245.13	EPN1	17616	5.44
ENSG00000072134.14	EPN2	8517	2.094
ENSG00000049283.16	EPN3	4642	0.127
ENSG00000130427.2	EPO	1330	0.45
ENSG00000187266.12	EPOR	3079	6.539
ENSG00000261150.2	EPPK1	16002	0.051
ENSG00000136628.16	EPRS	5450	53.355
ENSG00000085832.15	EPS15	7440	62.077
ENSG00000127527.12	EPS15L1	8431	9.156
ENSG00000151491.11	EPS8	6200	1.248
ENSG00000131037.13	EPS8L1	5341	3.271
ENSG00000177106.13	EPS8L2	5693	2.999
ENSG00000198758.9	EPS8L3	3477	0.079
ENSG00000133106.13	EPSTI1	4924	47.563
ENSG00000138018.16	EPT1	8552	22.45
ENSG00000121053.5	EPX	2708	1.57
ENSG00000083782.6	EPYC	1805	0.653
ENSG00000132591.10	ERAL1	2318	37
ENSG00000164307.11	ERAP1	7945	103.568
ENSG00000164308.15	ERAP2	7422	123.509
ENSG00000187682.1	ERAS	1266	0.083
ENSG00000141736.12	ERBB2	10321	3.917
ENSG00000112851.13	ERBB2IP	10216	62.595
ENSG00000065361.13	ERBB3	8658	0.236
ENSG00000178568.12	ERBB4	13023	3.417
ENSG00000082805.18	ERC1	13484	9.474
ENSG00000187672.11	ERC2	7933	0.908
ENSG00000012061.14	ERCC1	5576	640.909
ENSG00000104884.13	ERCC2	6450	7.101
ENSG00000163161.11	ERCC3	7401	8.985
ENSG00000175595.13	ERCC4	8460	3.527
ENSG00000134899.16	ERCC5	6670	92.148
ENSG00000225830.9	ERCC6	14802	3.132
ENSG00000186871.6	ERCC6L	4364	2.362
ENSG00000049167.12	ERCC8	4847	4.668
ENSG00000124882.3	EREG	5717	1.191
ENSG00000105722.8	ERF	3295	8.33
ENSG00000157554.17	ERG	7588	0.207
ENSG00000113719.14	ERGIC1	14139	13.006
ENSG00000087502.16	ERGIC2	5826	12.391
ENSG00000125991.17	ERGIC3	6012	18.82
ENSG00000100632.9	ERH	1446	142.112
ENSG00000104626.13	ERI1	6385	15.214
ENSG00000196678.12	ERI2	6761	1.643
ENSG00000117419.13	ERI3	2642	62.803
ENSG00000104714.12	ERICH1	9726	7.561
ENSG00000068912.12	ERLEC1	2592	44.156
ENSG00000107566.12	ERLIN1	5792	9.05
ENSG00000147475.13	ERLIN2	9464	8.053
ENSG00000164010.12	ERMAP	4631	8.555
ENSG00000136541.13	ERMN	4393	19.23
ENSG00000099219.12	ERMP1	6528	15.218
ENSG00000178607.14	ERN1	10864	40.35
ENSG00000134398.11	ERN2	4998	0.322
ENSG00000197930.11	ERO1L	7548	24.343
ENSG00000086619.12	ERO1LB	5361	29.316
ENSG00000139055.5	ERP27	2426	24.139
ENSG00000089248.6	ERP29	3083	213.771
ENSG00000023318.7	ERP44	4854	64.665
ENSG00000116285.11	ERRFI1	4186	0.659
ENSG00000213462.4	ERV3-1	4574	3.388
ENSG00000244476.2	ERVFRD-1	3242	0.592
ENSG00000226887.6	ERVMER34-1	4077	0.04
ENSG00000269526.1	ERVV-1	2202	0.028
ENSG00000268964.1	ERVV-2	2431	0.11
ENSG00000149564.10	ESAM	2920	0.757
ENSG00000141446.9	ESCO1	5288	37.439
ENSG00000171320.13	ESCO2	7973	0.184
ENSG00000139684.12	ESD	3401	19.915
ENSG00000089048.13	ESF1	3216	8.984
ENSG00000164283.11	ESM1	2695	1.053
ENSG00000135476.10	ESPL1	8890	1.822
ENSG00000187017.13	ESPN	4121	2.588
ENSG00000144488.13	ESPNL	5362	0.126
ENSG00000268869.4	ESPNP	3178	0.142
ENSG00000091831.20	ESR1	13629	1.809
ENSG00000140009.17	ESR2	9337	7.122
ENSG00000265992.1	ESRG	3140	0.14
ENSG00000104413.14	ESRP1	4875	0.506
ENSG00000103067.10	ESRP2	5563	17.352
ENSG00000173153.12	ESRRA	3030	18.044
ENSG00000119715.13	ESRRB	5071	1.371
ENSG00000196482.15	ESRRG	10912	1.932
ENSG00000123576.5	ESX1	1495	0.248
ENSG00000139641.11	ESYT1	5493	117.907
ENSG00000117868.14	ESYT2	7098	57.237
ENSG00000158220.12	ESYT3	9816	0.102
ENSG00000143971.7	ETAA1	3486	22.245
ENSG00000120705.11	ETF1	4601	18.751
ENSG00000140374.14	ETFA	5031	46.992
ENSG00000105379.8	ETFB	6526	22.852
ENSG00000171503.10	ETFDH	4493	7.374
ENSG00000105755.6	ETHE1	1604	40.658
ENSG00000139163.14	ETNK1	8191	37.425
ENSG00000143845.13	ETNK2	4472	1.618
ENSG00000134954.13	ETS1	7149	358.225
ENSG00000157557.10	ETS2	4595	12.928
ENSG00000006468.12	ETV1	9616	1.423
ENSG00000105672.13	ETV2	2152	0.512
ENSG00000117036.10	ETV3	6707	11.574
ENSG00000253831.1	ETV3L	1976	0.22
ENSG00000175832.11	ETV4	3607	0.126
ENSG00000244405.6	ETV5	5802	1.59
ENSG00000139083.9	ETV6	7075	79.325
ENSG00000010030.12	ETV7	2374	28.655
ENSG00000072840.11	EVC	7148	8.004
ENSG00000173040.11	EVC2	5509	8.865
ENSG00000126860.10	EVI2A	2071	50.339
ENSG00000185862.6	EVI2B	2072	186.037
ENSG00000067208.13	EVI5	8276	4.547
ENSG00000142459.7	EVI5L	6252	1.55
ENSG00000196405.11	EVL	10621	180.224
ENSG00000167880.6	EVPL	7510	0.103
